,publisher,author,isbn,date,title,weeks_on_list,no_of_words_title,ratings_count,reviews_count,text_reviews_count,work_ratings_count,work_reviews_count,work_text_reviews_count,average_rating,popularity
873,Ballantine,Nancy Thayer,1101967064,2016-06-19,THE ISLAND HOUSE,0,3,13,17,1,7920,17906,681,3.65,False
874,Ballantine,Tess Gerritsen,0345449436,2016-06-19,THE SURGEON,0,2,21,40,6,131543,246963,4261,4.09,False
875,Morrow/HarperCollins,Joe Hill,0062200631,2016-06-12,THE FIREMAN,0,2,19718,62331,3352,50165,127447,6825,3.9,False
876,HTJB,Marie Force,1942295502,2016-06-12,DESIRE AFTER DARK,0,3,1256,2587,190,2367,5217,285,4.46,False
877,Knopf,Stephanie Danler,110187595X,2016-06-12,SWEETBITTER,0,1,46,70,15,54671,130779,6193,3.29,False
878,Minotaur,Nevada Barr,1466870931,2016-06-05,BOAR ISLAND,0,2,4,19,2,4642,9262,760,3.57,False
879,Morrow,Steve Martini,0062328972,2016-06-05,BLOOD FLAG,0,2,7,22,5,2829,5301,220,3.84,False
880,Putnam,Steve Hamilton,0399574336,2016-06-05,THE SECOND LIFE OF NICK MASON,0,6,15,23,8,5451,10747,736,3.71,False
881,Random House,Curtis Sittenfeld,0812997611,2016-05-29,ELIGIBLE,0,1,99,150,32,74980,164820,10439,3.61,False
882,"Little, Brown",James Patterson and Maxine Paetro,1455584983,2016-05-29,14TH DEADLY SIN,0,3,196,414,14,31496,60403,2038,4.05,False
883,Harper,Louise Erdrich,0062277022,2016-05-29,LAROSE,0,1,14972,45951,2366,19163,54638,2760,3.88,False
884,Bantam,Janet Evanovich and Lee Goldberg,0345543068,2016-05-22,THE HEIST,0,2,36384,62812,3388,44718,77651,4111,3.81,False
885,Ace,Charlaine Harris,1101598832,2016-05-22,NIGHT SHIFT,0,2,10076,21084,1059,15536,31216,1467,4.09,False
886,Simon & Schuster,Mary Higgins Clark,1501130447,2016-05-22,AS TIME GOES BY,0,4,7054,13554,836,10254,19799,1016,3.73,False
887,Morrow,Shelley Noble,0062319183,2016-05-15,WHISPER BEACH,0,2,20,56,13,4241,11871,243,3.6,False
888,Thomas Nelson,Rachel Hauck,1401686311,2016-05-15,THE WEDDING DRESS,0,3,26,53,3,34441,82422,2539,3.86,False
889,Mira,Stephanie Laurens,1459294033,2016-05-15,A BUCCANEER AT HEART,0,4,5,13,2,1270,3738,153,3.81,False
890,Delacorte,Lee Child,0804178798,2016-05-08,MAKE ME,0,2,536,1067,50,58681,96795,4287,3.98,False
891,Morrow,James Rollins and Grant Blackwood,0062135309,2016-05-08,WAR HAWK,0,2,16,45,4,4707,10194,411,4.19,False
892,Random House,Anna Quindlen,0812996089,2016-05-01,MILLER'S VALLEY,0,2,16747,41491,2502,22382,52513,2811,3.87,False
893,Doubleday,John Grisham,0385541929,2016-05-01,PARTNERS,0,1,101,289,16,6886,14482,360,3.98,False
894,Bantam,Laurie R King,0804177910,2016-04-24,THE MURDER OF MARY RUSSELL,0,5,27,43,13,7656,16335,1196,4.15,False
895,Avon,Julia Quinn,0062388150,2016-04-24,BECAUSE OF MISS BRIDGERTON,0,4,60,103,15,21415,49010,2189,3.9,False
896,Kensington,Fern Michaels,1617734616,2016-04-17,NO SAFE SECRET,0,3,49,264,3,2798,8551,286,4.04,False
897,Delacorte,Danielle Steel,0804179662,2016-04-17,PROPERTY OF A NOBLEWOMAN,0,4,3518,7871,377,7812,15139,586,3.92,False
898,Avon Impulse,Linda Howard,006242226X,2016-04-10,HEARTBREAKER,0,1,10,17,2,5546,8865,262,3.87,False
899,"Little, Brown",Emma Donoghue,0316098329,2016-04-10,ROOM,0,1,7729,14992,1079,708813,1172651,47031,4.06,False
900,Grand Central,David Baldacci,1455559806,2016-04-10,MEMORY MAN,0,2,386,748,35,106895,188900,6377,4.07,False
901,Ace,Patricia Briggs,0698180917,2016-04-03,FIRE TOUCHED,0,2,140,172,33,37818,70492,2955,4.38,False
902,Europa Editions,Elena Ferrante,1609450787,2016-04-03,MY BRILLIANT FRIEND,0,3,976,1701,68,194798,395008,18070,3.96,False
903,New American Library,Fiona Barton,1101990465,2016-03-27,THE WIDOW,0,2,59,104,19,89475,189409,8788,3.5,False
904,Dutton,Lisa Gardner,069840422X,2016-03-27,FIND HER,0,2,27,62,9,40057,78663,3257,4.14,False
905,Gallery,Christina Lauren,1501131222,2016-03-20,BEAUTIFUL BOSS,0,2,43,69,11,10995,25687,807,3.98,False
906,Ballantine,Debbie Macomber,0553391925,2016-03-20,A GIRL'S GUIDE TO MOVING ON,0,6,9978,21236,1435,14070,31379,1698,3.9,False
907,Morrow,Steve Martini,0062328948,2016-03-20,THE ENEMY INSIDE,0,3,21,63,3,3828,7008,267,3.85,False
908,"Little, Brown",James Patterson and Marshall Karp,0316288721,2016-03-13,NYPD RED 4,0,3,7,17,1,14735,27556,870,4.01,False
909,Zebra,Lisa Jackson,1420136046,2016-03-13,REVENGE,0,1,3,6,2,2016,5701,143,3.84,False
910,Ballatine,Jonathan Kellerman,0345541413,2016-03-06,BREAKDOWN,0,1,227,652,22,10232,19046,853,3.92,False
911,Dutton,Harlan Coben,0451414136,2016-03-06,THE STRANGER,0,2,649,1718,94,66307,130891,5234,3.88,False
912,Mira,Ron Carr,1459295498,2016-03-06,BACKWARD GLANCE,0,2,6,14,4,1107,2874,52,3.79,False
913,Harper Perennial,Liane Moriarty,0062008676,2016-02-28,THE LAST ANNIVERSARY,0,3,409,631,91,93541,169939,6244,3.75,False
914,Delacorte,Melanie Benjamin,0345539753,2016-02-14,THE SWANS OF FIFTH AVENUE,0,5,236,585,47,27820,80274,3401,3.6,False
915,Zebra,Kat Martin,1420139010,2016-02-14,INTO THE FURY,0,3,14,31,3,2013,4725,232,4.04,False
916,St. Martin's Griffin,Michelle Gable,1466849622,2016-01-31,A PARIS APARTMENT,0,3,26,51,6,13465,32953,1386,3.66,False
917,Broadway,Sarah McCoy,0307460207,2016-01-31,THE BAKER'S DAUGHTER,0,3,15119,40017,1676,21392,54489,2212,3.96,False
918,St. Martin's,Darynda Jones,1466886153,2016-01-31,THE DIRT ON NINTH GRAVE,0,5,96,137,48,17131,31573,1872,4.34,False
919,Signet,Catherine Anderson,0451418352,2016-01-24,NEW LEAF,0,2,1504,3804,295,2096,5247,328,3.97,False
920,Doubleday,Chris Bohjalian,0385538901,2016-01-24,THE GUEST ROOM,0,3,15,22,4,26663,56886,3370,3.69,False
921,ePublishing Works!,Jeanne Glidewell,1614177821,2016-01-24,LEXIE STARR COZY MYSTERIES BOXED SET,0,6,1,6,0,421,1834,30,3.8,False
922,Witness Impulse,James Hayman,0062435159,2016-01-17,THE GIRL IN THE GLASS,0,5,19,65,1,4208,6899,249,3.93,False
923,Avon,Sarah MacLean,0062379399,2016-01-17,THE ROGUE NOT TAKEN,0,4,196,413,34,15845,29922,1825,3.95,False
924,Putnam,Mark Greaney,0698410610,2016-01-17,TOM CLANCY: COMMANDER IN CHIEF,0,5,18,36,4,8197,16317,452,4.18,False
926,Bantam,George R R Martin,0345533488,2016-01-10,A KNIGHT OF THE SEVEN KINGDOMS,0,6,42082,75816,3213,62480,111767,4730,4.21,False
927,Delacorte,Danielle Steel,0345531035,2015-12-27,PRECIOUS GIFTS,0,2,165,342,27,4685,9437,400,3.86,False
928,Mariner,Philip K Dick,0547572484,2015-12-27,THE MAN IN THE HIGH CASTLE,0,6,4412,7919,622,171023,371886,11520,3.61,False
929,Gallery,Kresley Cole,1451650043,2015-12-20,SWEET RUIN,0,2,65,78,19,13977,26877,1392,4.31,False
930,Silhouette,Nora Roberts,146034278X,2015-12-13,NIGHT MOVES,0,2,11,29,5,5827,11257,256,3.84,False
931,Putnam,Clive Cussler and Graham Brown,0399174117,2015-12-13,THE PHARAOH'S SECRET,0,3,3078,6270,315,5563,10366,408,4.02,False
932,Atria,Isabel Allende,1501117009,2015-12-13,THE JAPANESE LOVER,0,3,26,73,7,59679,120768,6602,3.82,False
933,Tor,Terry Goodkind,1466890401,2015-12-06,WARHEART,0,1,13,56,3,6563,16470,468,4.05,False
934,Open Road Media,Alice Hoffman,1453206361,2015-12-06,SEVENTH HEAVEN,0,2,0,0,0,7703,15848,553,3.77,False
935,St. Martin's,Sherrilyn Kenyon,1466840951,2015-11-22,BORN OF BETRAYAL,0,3,26,42,3,5827,13972,435,4.43,False
936,Minotaur,Allison Brennan,1466870036,2015-11-22,NO GOOD DEED,0,3,7,28,2,2047,5719,169,4.3,False
937,Random House,David Mitchell,0812998685,2015-11-15,SLADE HOUSE,0,2,30984,69647,4393,50548,107868,6603,3.81,False
938,Zebra,Fern Michaels,1420136666,2015-11-15,WISHES FOR CHRISTMAS,0,3,3,7,0,929,3126,131,3.59,False
939,Harper,Michael Crichton,0061938742,2015-11-08,PIRATE LATITUDES,0,2,290,400,57,40791,66859,4213,3.45,False
940,Doubleday,John Grisham,0345543254,2015-11-08,GRAY MOUNTAIN,0,2,811,2484,127,81204,133382,8552,3.58,False
941,Harper,Adriana Trigiani,0062319213,2015-11-01,ALL THE STARS IN THE HEAVENS,0,6,6,16,2,10905,23515,1563,3.52,False
942,"Little, Brown",Elin Hilderbrand,0316261122,2015-11-01,WINTER STROLL,0,2,14,18,2,23679,48508,1793,3.79,False
943,Mira,Sherryl Woods,0778317668,2015-10-25,WILLOW BROOK ROAD,0,3,1764,5729,158,2857,8127,207,4.11,False
944,Putnam,Jan Karon,0399167455,2015-10-25,COME RAIN OR COME SHINE,0,5,7118,14349,1286,10131,19844,1524,4.2,False
946,HQN,Susan Mallery,146039092X,2015-10-18,MARRY ME AT CHRISTMAS,0,4,30,62,4,4760,10770,590,4.1,False
947,Bantam,Sarah Addison Allen,0553906542,2015-10-11,THE GIRL WHO CHASED THE MOON,0,6,334,628,97,53920,96710,6469,3.97,False
948,Bantam,Janet Evanovich and Lee Goldberg,0345543181,2015-10-11,THE SCAM,0,2,31,55,12,16840,31795,1455,4.04,False
949,Forge,William R Forstchen,1466851899,2015-10-04,ONE YEAR AFTER,0,3,22,54,0,13081,24456,1047,3.94,False
950,Gallery,Christina Lauren,1476777950,2015-10-04,DARK WILD NIGHT,0,3,76,103,20,15981,33300,1506,4.0,False
951,Mira,Ron Carr,0778317498,2015-09-20,WILDEST DREAMS,0,2,3993,8704,356,5896,12297,471,4.08,False
952,Ballantine,Jonathan Kellerman,080417749X,2015-09-13,THE MURDERER'S DAUGHTER,0,3,16,39,9,11102,23044,1328,3.62,False
953,HQN,Lori Foster,1460384067,2015-09-13,TOUGH LOVE,0,2,7,11,0,3554,8048,409,4.16,False
954,Morrow,Christopher Moore,0061779784,2015-09-13,SECONDHAND SOULS,0,2,12076,24490,1450,15373,31056,1719,3.95,False
955,Avon,Tessa Dare,0062349031,2015-09-13,WHEN A SCOT TIES THE KNOT,0,6,15502,27258,2177,20425,34876,2740,3.95,False
956,Simon & Schuster,Jessica Knoll,1476789657,2015-09-06,LUCKIEST GIRL ALIVE,0,3,122,185,42,140358,280733,11840,3.5,False
957,Broadway,Gillian Flynn,0307459926,2015-08-30,DARK PLACES,0,2,564,856,166,570952,1087531,35400,3.93,False
958,"Little, Brown",Elin Hilderbrand,0316334502,2015-08-23,THE RUMOR,0,2,19,30,5,49414,95214,3659,3.73,False
959,Harper,Daniel Silva,0062320157,2015-08-23,THE ENGLISH SPY,0,3,29,50,6,22990,42812,1625,4.19,False
960,Simon & Schuster,Alice Hoffman,1451693613,2015-08-23,THE MARRIAGE OF OPPOSITES,0,4,28,54,9,49868,125543,4550,3.89,False
961,"Little, Brown",James Patterson and Howard Roughan,0316408735,2015-08-16,TRUTH OR DIE,0,3,6,15,0,10361,21203,809,3.75,False
962,Witness Impulse,J A Jance,0062418483,2015-08-09,STAND DOWN,0,2,37,87,9,2780,5461,194,3.87,False
963,"Little, Brown",James Patterson and Michael Ledwidge,0316097438,2015-08-09,ZOO,0,1,26,92,5,40767,69296,5103,3.49,False
964,Knopf,Judy Blume,1101875054,2015-08-09,IN THE UNLIKELY EVENT,0,4,156,498,30,61369,145089,7104,3.53,False
965,St. Martin's,Iris Johansen and Roy Johansen,1250020557,2015-08-02,THE NAKED EYE,0,3,8,31,2,3784,9546,302,4.17,False
966,Scribner,Stephen King,1501100130,2015-08-02,FINDERS KEEPERS,0,2,37383,62483,4592,110144,214695,9620,4.04,False
967,Gallery,Katy Evans,1501101579,2015-07-26,MANWHORE +1,0,2,74,126,18,19838,35606,1629,4.1,False
968,Ace,Anthony Ryan,1101612983,2015-07-26,QUEEN OF FIRE,0,3,3,6,0,21973,41447,1272,3.68,False
969,Simon & Schuster,Mary Higgins Clark,1476749132,2015-07-19,THE MELODY LINGERS ON,0,4,6,13,1,10177,18258,987,3.62,False
970,Grand Central,Nelson DeMille,145558231X,2015-07-12,RADIANT ANGEL,0,2,6,12,2,15356,26249,1454,3.89,False
971,St. Martin's,Jane Green,1466847743,2015-07-12,SUMMER SECRETS,0,2,15,36,5,16049,40341,1559,3.65,False
972,St. Martin's,Jackie Collins,1466848901,2015-07-05,THE SANTANGELOS,0,2,62,221,13,2951,7112,311,4.06,False
973,Morrow/HarperCollins,Dorothea Benton Frank,0062132563,2015-07-05,ALL THE SINGLE LADIES,0,4,6718,15618,969,9141,21066,1105,3.59,False
974,Loveswept,Sawyer Bennett,1101886773,2015-06-28,ZACK,0,1,11917,21403,1050,14156,24726,1219,4.2,False
975,Bantam,Janet Evanovich,0345542932,2015-06-21,TOP SECRET TWENTY-ONE,0,3,462,873,55,50800,87606,4523,3.85,False
976,Scribner,Jason Matthews,1476793751,2015-06-21,PALACE OF TREASON,0,3,18,40,5,18459,37293,1286,4.2,False
977,Touchstone,Philippa Gregory,1416563911,2015-06-14,THE WHITE QUEEN,0,3,566,881,57,154127,281630,7180,3.93,False
978,Morrow/HarperCollins,Neal Stephenson,0062190377,2015-06-14,SEVENEVES,0,1,5947,30912,832,92220,217169,10250,3.99,False
979,Morrow/HarperCollins,Greg Iles,006231114X,2015-05-31,THE BONE TREE,0,3,22,32,6,19533,41345,2009,4.22,False
980,"Little, Brown",Kate Atkinson,031634155X,2015-05-31,A GOD IN RUINS,0,4,37,73,11,47796,126655,6277,3.94,False
981,Ballantine,Jodi Picoult,0345544943,2015-05-24,LEAVING TIME,0,2,1595,3327,195,139692,254771,15498,3.97,False
982,Knopf,Toni Morrison,0307594173,2015-05-17,GOD HELP THE CHILD,0,4,17830,45786,2488,23504,59297,3270,3.75,False
983,Spiegel & Grau,Sara Gruen,0812997891,2015-05-17,AT THE WATER'S EDGE,0,4,14,29,1,72863,170073,8442,3.66,False
985,"Little, Brown",James Patterson and Marshall Karp,0316284564,2015-05-10,NYPD RED 3,0,3,4,22,0,16608,29966,996,4.07,False
986,Knopf,Anne Tyler,1101874287,2015-05-03,A SPOOL OF BLUE THREAD,0,5,86,168,31,81562,170799,9613,3.42,False
987,St. Martin's Press,J R Ward,1466867833,2015-05-03,THE STORY OF SON,0,4,49,99,16,5086,11204,401,4.23,False
988,Ballantine,Tess Gerritsen,0345495306,2015-05-03,THE MEPHISTO CLUB,0,3,186,291,23,38121,59220,1726,4.02,False
989,Liliana Hart,Liliana Hart,1940499194,2015-04-19,CRAVE,0,1,0,0,0,1399,3530,93,4.23,False
991,Pocket,Lisa Genova,1439157030,2015-04-19,STILL ALICE,0,2,299,458,89,294815,508968,27456,4.32,False
992,Forever,Rebecca Zanetti,145557449X,2015-04-19,TOTAL SURRENDER,0,2,26,38,13,4079,8807,536,4.34,False
993,Vintage,E L James,1612130615,2015-04-12,FIFTY SHADES FREED,0,3,1385,1807,249,706151,1013075,26398,3.85,False
994,Witness Impulse,Eric Rickstad,0062351516,2015-04-12,THE SILENT GIRLS,0,3,6918,16020,766,12591,26147,1095,3.71,False
995,Knopf Doubleday Publishing Group,Lincoln Child,0307387682,2015-04-12,DEEP STORM,0,2,32,52,8,26460,42181,1066,3.87,False
996,Ballantine,Debbie Macomber,0553391895,2015-04-05,LAST ONE HOME,0,3,17,29,5,21472,47487,1393,3.87,False
997,Delacorte,Danielle Steel,080417962X,2015-03-29,PRODIGAL SON,0,2,8,25,4,7688,13863,692,3.98,False
998,Zebra,Fern Michaels,1420133152,2015-03-29,FORGET ME NOT,0,3,0,1,0,2792,5295,279,3.75,False
999,Mira,Ron Carr,1460380401,2015-03-22,ONE WISH,0,2,4,13,0,7260,14492,552,4.06,False
1000,Vision,David Baldacci,0759524920,2015-03-22,TOTAL CONTROL,0,2,24,67,1,36624,64164,1011,4.08,False
1001,Forever,S C Stephens,1455588814,2015-03-15,THOUGHTFUL,0,1,15,23,5,16118,43604,1870,4.23,False
1002,"Little, Brown",James Patterson and Maxine Paetro,0316211141,2015-03-15,PRIVATE VEGAS,0,2,1,15,0,12269,24869,929,3.76,False
1003,Mira,Susan Mallery,146038041X,2015-03-15,THE GIRLS OF MISCHIEF BAY,0,5,9,18,3,9870,24067,1047,3.9,False
1004,Gallery,Kresley Cole,1451650108,2015-03-08,THE MASTER,0,2,54,75,14,14392,26056,1459,4.36,False
1005,Morrow/HarperCollins,James Rollins and Rebecca Cantrell,0062343289,2015-03-01,BLOOD INFERNAL,0,2,24,42,6,5785,12835,435,4.25,False
1006,Morrow,Neil Gaiman,0062330268,2015-02-22,TRIGGER WARNING,0,2,40891,155038,4216,51663,182168,5638,3.92,False
1007,"Little, Brown",Michael Connelly,0316225924,2015-02-08,THE BURNING ROOM,0,3,43,83,10,46354,73475,3361,4.09,False
1008,Random House,Rachel Joyce,067964511X,2015-02-08,THE UNLIKELY PILGRIMAGE OF HAROLD FRY,0,6,182,258,60,147355,245683,17610,3.91,False
1009,Morrow/HarperCollins,Dorothea Benton Frank,0062132458,2015-02-01,THE LAST ORIGINAL WIFE,0,4,411,1209,46,16925,31710,1974,3.7,False
1010,Delacorte,Alan Bradley,0345539958,2015-01-25,AS CHIMNEY SWEEPERS COME TO DUST,0,6,49,89,18,23354,45960,3197,3.95,False
1011,Harper,Bernard Cornwell,0062250744,2015-01-25,THE EMPTY THRONE,0,3,6,9,0,17255,31721,956,4.37,False
1012,Broadway,Gillian Flynn,0307341550,2015-01-11,SHARP OBJECTS,0,2,10622,17309,1293,666473,1197666,44230,3.97,False
1013,Dutton,Ken Follett,0525953094,2015-01-04,EDGE OF ETERNITY,0,3,22797,46563,3239,79647,146621,6359,4.12,False
1014,Simon & Schuster,Mary Higgins Clark and Alafair Burke,1476763127,2014-12-21,THE CINDERELLA MURDER,0,3,12363,24602,1217,17237,35559,1548,3.85,False
1015,Pocket Star,J A Jance,1501103695,2014-12-14,A LAST GOODBYE,0,3,18,32,6,2261,4430,160,3.9,False
1016,Grand Central,Douglas Preston and Lincoln Child,1455525901,2014-12-14,BLUE LABYRINTH,0,2,33,53,9,19612,31610,1533,4.09,False
1017,Berkley,Nora Roberts,0698144546,2014-12-14,BLOOD MAGICK,0,2,61,103,11,29867,51133,2003,4.12,False
1018,"Little, Brown",James Patterson and Michael Ledwidge,0316211028,2014-11-23,BURN,0,1,19,40,6,16129,31790,1117,3.94,False
1019,Avon,Ilona Andrews,0062289241,2014-11-16,BURN FOR ME,0,3,32066,57155,3015,40181,70441,4003,4.35,False
1020,Dell,Diana Gabaldon,0440335183,2014-11-02,DRAGONFLY IN AMBER,0,3,1,7,0,283442,466285,14869,4.32,False
1021,Avon,Maya Banks,0062312472,2014-10-26,KEEP ME SAFE,0,3,38,93,11,10980,27058,1017,3.56,False
1022,"Farrar, Straus & Giroux",Marilynne Robinson,0374187614,2014-10-26,LILA,0,1,19617,45121,3018,26720,71152,3833,3.92,False
1023,Morrow,J Lynn,0062294814,2014-10-12,STAY WITH ME,0,3,89,131,23,28220,60398,2099,4.17,False
1024,Putnam,J D Robb,1101617276,2014-10-12,FESTIVE IN DEATH,0,3,64,107,18,19163,35209,1413,4.3,False
1025,Doubleday,John Grisham,0345543246,2014-10-12,SYCAMORE ROW,0,2,949,1832,117,103125,159311,9858,4.01,False
1026,Bantam,J Kenner,080417671X,2014-09-28,IGNITED,0,1,35,81,9,5729,15462,401,4.09,False
1027,Ace,Patricia Briggs,1101609508,2014-09-21,SHIFTING SHADOWS,0,2,80,109,24,17593,32435,1362,4.38,False
1028,Grand Central,Jill Shalvis,1455529516,2014-09-14,IT'S IN HIS KISS,0,4,51,66,16,6460,12250,700,4.19,False
1029,Morrow,Susan Elizabeth Phillips,0062106112,2014-09-14,HEROES ARE MY WEAKNESS,0,4,10766,19913,1335,14349,27188,1838,3.74,False
1030,Delacorte,Lee Child,0804178836,2014-09-14,NOT A DRILL,0,3,72,193,13,13588,26400,608,3.74,False
1031,Knopf,Paulo Coelho,1101874082,2014-09-07,ADULTERY,0,1,34045,74082,3195,46038,96458,4357,3.06,False
1032,Morrow/HarperCollins,James Rollins,0062194925,2014-09-07,THE 6TH EXTINCTION,0,3,9495,18039,770,14319,27508,1123,4.06,False
1033,Del Rey,Robin Hobb,0553392433,2014-08-31,FOOL'S ASSASSIN,0,2,110,217,30,41582,87768,2795,4.38,False
1034,Delacorte,Danielle Steel,0345530969,2014-08-17,A PERFECT LIFE,0,3,9,29,1,6737,12756,464,3.88,False
1035,Putnam,Mark Greaney,039917334X,2014-08-17,TOM CLANCY: SUPPORT AND DEFEND,0,5,4769,9042,319,7886,13760,404,4.15,False
1036,Pocket,Sandra Brown,0743290062,2014-08-10,CHILL FACTOR,0,2,33,56,7,19661,37208,1319,3.99,False
1037,Atria,Jennifer Weiner,1451617801,2014-08-03,ALL FALL DOWN,0,3,54,90,17,42817,85221,3780,3.63,False
1038,Delacorte,Diana Gabaldon,044024644X,2014-07-27,WRITTEN IN MY OWN HEART'S BLOOD,0,6,134,218,35,92809,221131,6919,4.53,False
1039,"Mulholland/Little, Brown",Robert Galbraith,0316206865,2014-07-27,THE CUCKOO'S CALLING,0,3,610,999,165,475702,879450,33095,3.87,False
1040,Ballantine,Jude Deveraux,0345541839,2014-07-20,FOR ALL TIME,0,3,8,30,0,5771,11437,525,3.97,False
1041,Ballantine,Emily Giffin,034554689X,2014-07-06,THE ONE AND ONLY,0,4,46975,88327,4706,58366,108200,5908,3.16,False
1042,Morrow/HarperCollins,J A Jance,0062134698,2014-07-06,SECOND WATCH,0,2,134,293,14,6741,11498,645,4.18,False
1043,Gallery,Johanna Lindsey,1476714312,2014-06-29,STORMY PERSUASION,0,2,68,230,9,4194,9150,373,4.04,False
1044,Riverhead,Emma Straub,1101618043,2014-06-29,THE VACATIONERS,0,2,60,92,14,63074,119010,6259,3.16,False
1045,Morrow/HarperCollins,Dorothea Benton Frank,0062132520,2014-06-29,THE HURRICANE SISTERS,0,3,13366,25392,1597,16935,33879,1775,3.56,False
1046,Morrow/HarperCollins,Greg Iles,0062311107,2014-06-29,NATCHEZ BURNING,0,2,36,67,11,33272,68982,3965,4.15,False
1047,Harlequin HQN,Linda Lael Miller,1460332962,2014-06-15,THE MARRIAGE PACT,0,3,11,17,2,2248,6098,235,3.75,False
1048,St. Martin's,Darynda Jones,1466845260,2014-06-08,SIXTH GRAVE ON THE EDGE,0,5,87,144,23,26376,44818,2294,4.37,False
1049,Grand Central,Jeffery Deaver,1455517119,2014-06-08,THE SKIN COLLECTOR,0,3,13,42,1,12228,25682,1107,3.96,False
1050,Ace,Charlaine Harris,1101598794,2014-05-25,MIDNIGHT CROSSROAD,0,2,82,130,27,29964,62867,3906,3.71,False
1051,Simon & Schuster,Mary Higgins Clark,1476749108,2014-05-18,I'VE GOT YOU UNDER MY SKIN,0,6,39,100,9,17328,34544,1665,3.78,False
1052,Laurelin Paige,Laurelin Paige,0991379640,2014-05-18,THE FIXED TRILOGY,0,3,4,9,0,19753,31728,1206,4.35,False
1053,HarperCollins Publishers,Barbara Kingsolver,0062124285,2014-05-11,FLIGHT BEHAVIOR,0,2,127,182,50,81652,149266,9924,3.79,False
1054,Open Road Media,Michael Ponsor,1480441929,2014-05-04,THE HANGING JUDGE,0,3,2,6,1,1746,4514,215,3.77,False
1055,Touchstone,Philippa Gregory,0743298543,2014-04-27,THE BOLEYN INHERITANCE,0,3,866,1124,60,81849,137828,4283,3.87,False
1056,Atlantic Monthly Press,Donna Leon,0802192505,2014-04-20,BY ITS COVER,0,3,1,9,0,5984,10869,770,3.77,False
1057,Morrow,Ted Bell,0062279408,2014-04-20,WARRIORS,0,1,53,147,8,2217,4306,176,4.02,False
1058,Minotaur,Nevada Barr,1466841680,2014-04-20,DESTROYER ANGEL,0,2,1,6,1,5337,9504,839,3.83,False
1059,Harlequin HQN,Lori Foster,1460328639,2014-04-13,DASH OF PERIL,0,3,7,13,0,4569,10493,425,4.11,False
1060,Grand Central Publishing,David Baldacci,1455557285,2014-04-06,BULLSEYE,0,1,5058,12746,377,10700,21573,545,4.05,False
1061,Putnam,Clive Cussler and Justin Scott,0698140737,2014-04-06,THE BOOTLEGGER,0,2,9,23,2,4687,9525,341,3.97,False
1062,Random House,Anna Quindlen,0812995759,2014-03-30,STILL LIFE WITH BREAD CRUMBS,0,5,36,110,7,48003,93382,4843,3.65,False
1063,Avon,Laura Kaye,0062267914,2014-03-16,HARD AS YOU CAN,0,4,6927,13708,696,8707,17315,860,4.08,False
1064,Harlequin Mira,Susan Mallery,1460327047,2014-03-16,EVENING STARS,0,2,5,12,0,5647,14283,516,3.92,False
1065,Mariner,Mark Helprin,0547543867,2014-03-09,WINTER'S TALE,0,2,57,181,34,26178,81099,4161,3.5,False
1067,"Little, Brown",James Patterson and Emily Raymond,0316207020,2014-03-02,FIRST LOVE,0,2,19,51,4,16440,33956,2049,3.78,False
1068,St. Martin's Press,Sarah Addison Allen,1250019818,2014-02-09,LOST LAKE,0,2,259,634,52,32089,76978,4621,3.87,False
1069,"Little, Brown",Michael Connelly,0316069507,2014-02-09,THE GODS OF GUILT,0,4,45,78,6,43124,71409,3523,4.13,False
1070,Harper,Mitch Albom,0062294377,2014-02-02,THE FIRST PHONE CALL FROM HEAVEN,0,6,48094,104884,4729,54883,117481,5353,3.75,False
1071,Bantam,Janet Evanovich,0345542908,2014-02-02,TAKEDOWN TWENTY,0,2,147,259,30,55789,91264,5377,3.81,False
1072,Bantam,Dean Koontz,0345539656,2014-01-26,INNOCENCE,0,1,49,147,14,21898,43095,2466,3.72,False
1073,Morrow,J Lynn,0062294768,2014-01-26,WAIT FOR YOU,0,3,42,98,13,135025,260312,8358,4.17,False
1074,Scribner,Stephen King,147672766X,2014-01-19,DOCTOR SLEEP,0,2,267,451,70,191420,402938,19196,4.12,False
1075,Morrow,Joe Hill,0062200593,2014-01-19,NOS4A2,0,1,255,422,68,99807,215362,11652,4.07,False
1076,Random House,George R R Martin,0553582011,2014-01-05,A DANCE WITH DRAGONS,0,4,5593,9926,433,549838,909041,22249,4.33,False
1077,Doubleday,John Grisham,0345530578,2014-01-05,THE RACKETEER,0,2,1025,2022,170,87453,135517,7790,3.83,False
1078,Bantam,George R R Martin,0345535537,2013-12-22,A GAME OF THRONES: FIVE-BOOK SET,0,6,275,631,16,51978,100281,1612,4.58,False
1079,Simon & Schuster,Martin Cruz Smith,1439153183,2013-12-01,TATIANA,0,1,34,71,9,4363,7367,588,3.73,False
1080,Random House,Fannie Flagg,1400065941,2013-12-01,THE ALL-GIRL FILLING STATION'S LAST REUNION,0,6,30437,53501,4881,44504,77148,6340,4.0,False
1081,Delacorte,Danielle Steel,0345539680,2013-11-24,WINNERS,0,1,1,9,0,6920,13544,613,4.01,False
1082,Knopf,Helen Fielding,0385350872,2013-11-10,BRIDGET JONES: MAD ABOUT THE BOY,0,6,51,84,16,46403,81150,5913,3.35,False
1083,Marian Wood/Putnam,Sue Grafton,1101636459,2013-10-27,W IS FOR WASTED,0,4,58,100,15,28213,50532,3164,3.92,False
